Date,City,Humidity,AcresBurned
20200114,Walnut Creek,33.02,53.13
20200114,Wasco,54.92,72.53
20200114,Waterford,27.11,45.82
20200114,Watsonville,46.17,37.82
20200114,Weed,49.11,115.07
20200114,West Covina,34.62,126.8
20200114,West Hollywood,58.74,89.05
20200114,West Sacramento,12.37,78.3
20200114,Westlake Village,24.53,30.74
20200114,Westminster,24.1,61.45
20200114,Westmorland,7.46,102.5
20200114,Wheatland,54.89,117.17
20200114,Whittier,44.34,112.41
20200114,Wildomar,24.45,40.61
20200114,Williams,32.44,65.11
20200114,Willits,42.51,46.38
20200114,Willows,17.2,31.56
20200114,Windsor,24.55,114.1
20200114,Winters,51.22,85.29
20200114,Woodlake,13.43,120.14
20200114,Woodland,14.85,38.63
20200114,Woodside,45.29,115.82
20200114,Yorba Linda,45.87,72.5
20200114,Yountville,8.49,69.88
20200114,Yreka,34.13,56.23
20200114,Yuba City,30.35,80.92
20200114,Yucaipa,40.18,79.34
20200114,Yucca Valley,9.54,126.9
20200115,Adelanto,3.06,118.12
20200115,Agoura Hills,50.14,114.61
20200115,Alameda,9.55,112.95
20200115,Albany,49.61,124.34
20200115,Alhambra,53.59,129.9
20200115,Aliso Viejo,26.6,82.76
20200115,Alturas,59.5,69.91
20200115,Amador City,39.34,61.99
20200115,American Canyon,47.21,98.82
20200115,Anaheim,6.43,108.9
20200115,Anderson,10.03,108.35
20200115,Angels Camp,24.98,35.73
20200115,Antioch,0.72,73.32
20200115,Apple Valley,45.66,80.09
20200115,Arcadia,18.17,110.54
20200115,Arcata,17.39,72.74
20200115,Arroyo Grande,59.46,93.59
20200115,Artesia,33.66,30.3
20200115,Arvin,45.86,55.61
20200115,Atascadero,33.8,56.9
20200115,Atherton,13.71,81.19
20200115,Atwater,24.48,64.75
20200115,Auburn,35.1,97.57
20200115,Avalon,4.68,121.79
20200115,Avenal,30.38,94.08
20200115,Azusa,35.3,105.35
20200115,Bakersfield,29.71,120.61
20200115,Baldwin Park,28.81,108.15
20200115,Banning,30.81,39.74
20200115,Barstow,38.43,65.46
20200115,Beaumont,35.03,73.41
20200115,Bell,19.44,90.28
20200115,Bell Gardens,28.59,95.46
20200115,Bellflower,23.08,44.29
20200115,Belmont,11.62,62.2
20200115,Belvedere,28.38,36.24
20200115,Benicia,11.13,52.23
20200115,Berkeley,14.74,80.33
20200115,Beverly Hills,7.74,91.48
20200115,Big Bear Lake,31.15,126.81
20200115,Biggs,53.35,38.86
20200115,Bishop,8.42,113.68
20200115,Blue Lake,20.55,62.26
20200115,Blythe,0.69,115.02
20200115,Bradbury,37.74,101.74
20200115,Brawley,0.06,88.98
20200115,Brea,19.66,70.19
20200115,Brentwood,2.62,63.87
20200115,Brisbane,41.56,115.12
20200115,Buellton,6.0,91.93
20200115,Buena Park,37.45,119.42
20200115,Burbank,5.2,46.48
20200115,Burlingame,44.52,78.16
20200115,Calabasas,9.18,111.56
20200115,Calexico,19.47,57.6
20200115,California City,54.75,108.08
20200115,Calimesa,24.23,80.46
20200115,Calipatria,34.1,43.19
20200115,Calistoga,56.31,102.02
20200115,Camarillo,43.88,78.66
20200115,Campbell,24.83,55.42
20200115,Canyon Lake,46.58,38.18
20200115,Capitola,49.58,50.4
20200115,Carlsbad,5.55,99.87
20200115,CarmelbytheSea,24.41,43.36
20200115,Carpinteria,30.48,51.07
20200115,Carson,43.19,68.87
20200115,Cathedral City,59.08,101.57
20200115,Ceres,11.47,113.44
20200115,Cerritos,43.91,31.55
20200115,Chico,21.84,93.95
20200115,Chino,55.68,88.61
20200115,Chino Hills,57.41,82.42
20200115,Chowchilla,0.18,88.86
20200115,Chula Vista,55.94,126.09
20200115,Citrus Heights,11.84,70.23
20200115,Claremont,8.16,44.72
20200115,Clayton,27.39,67.86
20200115,Clearlake,3.55,44.37
20200115,Cloverdale,17.45,78.2
20200115,Clovis,1.04,104.42
20200115,Coachella,47.99,108.21
20200115,Coalinga,16.3,34.96
20200115,Colfax,50.96,50.42
20200115,Colma,29.09,58.39
20200115,Colton,12.62,32.87
20200115,Colusa,46.7,126.06
20200115,Commerce,48.4,48.63
20200115,Compton,22.43,40.97
20200115,Concord,34.87,114.36
20200115,Corcoran,25.15,98.79
20200115,Corning,59.05,37.66
20200115,Corona,45.23,98.11
20200115,Coronado,41.68,38.13
20200115,Corte Madera,49.69,95.35
20200115,Costa Mesa,10.92,107.47
20200115,Cotati,8.69,126.6
20200115,Covina,8.56,105.08
20200115,Crescent City,54.3,77.73
20200115,Cudahy,52.05,57.45
20200115,Culver City,59.2,99.2
20200115,Cupertino,36.57,80.49
20200115,Cypress,16.12,111.77
20200115,Daly City,37.59,129.42
20200115,Dana Point,18.35,98.02
20200115,Danville,26.28,126.22
20200115,Davis,37.55,31.54
20200115,Del Mar,50.9,122.45
20200115,Del Rey Oaks,10.21,108.43
20200115,Delano,29.02,92.32
20200115,Desert Hot Springs,46.04,74.88
20200115,Diamond Bar,43.62,81.3
20200115,Dinuba,18.07,94.38
20200115,Dixon,44.77,125.62
20200115,Dorris,35.65,61.88
20200115,Dos Palos,35.85,98.35
20200115,Downey,43.96,78.46
20200115,Duarte,7.83,32.73
20200115,Dublin,13.08,32.27
20200115,Dunsmuir,3.67,117.16
20200115,East Palo Alto,0.34,45.11
20200115,Eastvale,12.24,55.71
20200115,El Cajon,19.72,127.57
20200115,El Centro,49.68,109.73
20200115,El Cerrito,16.06,98.25
20200115,El Monte,27.76,119.86
20200115,El Segundo,1.52,46.22
20200115,Elk Grove,22.31,122.36
20200115,Emeryville,15.88,91.06
20200115,Encinitas,21.78,58.34
20200115,Escalon,55.67,125.63
20200115,Escondido,23.47,71.24
20200115,Etna,56.0,97.06
20200115,Eureka,45.7,69.34
20200115,Exeter,55.84,112.18
20200115,Fairfax,32.66,52.74
20200115,Fairfield,18.03,38.2
20200115,Farmersville,27.15,91.58
20200115,Ferndale,6.68,36.89
20200115,Fillmore,6.27,93.23
20200115,Firebaugh,54.93,56.11
20200115,Folsom,3.2,118.89
20200115,Fontana,31.97,96.86
20200115,Fort Bragg,34.78,39.7
20200115,Fort Jones,14.9,39.95
20200115,Fortuna,5.71,104.15
20200115,Foster City,41.4,63.54
20200115,Fountain Valley,38.78,36.66
20200115,Fowler,54.41,93.61
20200115,Fremont,0.03,80.68
20200115,Fresno,32.17,63.53
20200115,Fullerton,34.24,62.88
20200115,Galt,58.83,77.3
20200115,Garden Grove,25.27,58.76
20200115,Gardena,58.07,82.71
20200115,Gilroy,20.9,64.64
20200115,Glendale,13.38,51.79
20200115,Glendora,45.21,31.92
20200115,Goleta,17.7,34.18
20200115,Gonzales,37.07,50.75
20200115,Grand Terrace,31.53,64.79
20200115,Grass Valley,54.23,87.97
20200115,Greenfield,31.33,59.04
20200115,Gridley,54.16,79.45
20200115,Grover Beach,2.88,100.2
20200115,Guadalupe,40.71,34.44
20200115,Gustine,50.56,56.05
20200115,Half Moon Bay,54.06,62.37
20200115,Hanford,27.16,116.17
20200115,Hawaiian Gardens,45.6,39.02
20200115,Hawthorne,14.11,63.73
20200115,Hayward,23.37,114.32
20200115,Healdsburg,31.98,54.2
20200115,Hemet,0.78,98.67
20200115,Hercules,51.42,45.52
20200115,Hermosa Beach,31.83,77.84
20200115,Hesperia,45.31,126.1
20200115,Hidden Hills,12.29,31.21
20200115,Highland,2.0,64.16
20200115,Hillsborough,17.25,62.81
20200115,Hollister,10.52,49.18
20200115,Holtville,13.85,117.3
20200115,Hughson,32.46,105.75
20200115,Huntington Beach,53.74,75.04
20200115,Huntington Park,46.21,100.11
20200115,Huron,19.69,82.82
20200115,Imperial,9.34,64.88
20200115,Imperial Beach,40.57,100.04
20200115,Indian Wells,55.36,67.37
20200115,Indio,33.56,129.98
20200115,City of Industry,34.75,76.56
20200115,Inglewood,25.47,39.84
20200115,Ione,18.74,41.28
20200115,Irvine,49.14,57.13
20200115,Irwindale,26.67,46.91
20200115,Isleton,32.1,67.15
20200115,Jackson,45.42,65.4
20200115,Jurupa Valley,27.9,39.99
20200115,Kerman,18.17,49.64
20200115,King City,5.63,104.0
20200115,Kingsburg,48.59,67.17
20200115,La Ca�ada Flintridge,0.87,62.03
20200115,La Habra,26.75,40.61
20200115,La Habra Heights,21.79,65.87
20200115,La Mesa,30.04,60.78
20200115,La Mirada,59.06,91.5
20200115,La Palma,38.86,32.27
20200115,La Puente,26.79,43.9
20200115,La Quinta,36.38,54.39
20200115,La Verne,21.51,87.12
20200115,Lafayette,0.4,111.9
20200115,Laguna Beach,27.02,85.43
20200115,Laguna Hills,32.5,109.32
20200115,Laguna Niguel,11.03,74.12
20200115,Laguna Woods,33.04,98.54
20200115,Lake Elsinore,8.86,32.83
20200115,Lake Forest,19.47,76.12
20200115,Lakeport,17.67,94.18
20200115,Lakewood,28.22,115.54
20200115,Lancaster,57.25,89.72
20200115,Larkspur,33.16,77.7
20200115,Lathrop,53.46,58.18
20200115,Lawndale,48.82,110.6
20200115,Lemon Grove,36.8,105.96
20200115,Lemoore,25.3,63.52
20200115,Lincoln,33.97,61.96
20200115,Lindsay,14.65,32.36
20200115,Live Oak,14.28,37.7
20200115,Livermore,36.74,64.31
20200115,Livingston,57.09,46.09
20200115,Lodi,29.62,127.18
20200115,Loma Linda,57.22,89.72
20200115,Lomita,41.2,46.13
20200115,Lompoc,37.12,54.0
20200115,Long Beach,41.09,36.99
20200115,Loomis,0.27,61.17
20200115,Los Alamitos,27.41,105.31
20200115,Los Altos,55.83,99.92
20200115,Los Altos Hills,26.37,118.34
20200115,Los Angeles,4.87,92.45
20200115,Los Banos,13.41,69.41
20200115,Los Gatos,11.38,49.4
20200115,Loyalton,35.39,73.6
20200115,Lynwood,41.05,92.49
20200115,Madera,49.58,70.23
20200115,Malibu,5.18,113.69
20200115,Mammoth Lakes,29.29,100.32
20200115,Manhattan Beach,30.98,127.23
20200115,Manteca,45.39,86.77
20200115,Maricopa,28.03,32.5
20200115,Marina,15.27,88.65
20200115,Martinez,7.13,56.02
20200115,Marysville,3.62,51.95
20200115,Maywood,35.62,84.17
20200115,McFarland,13.39,50.04
20200115,Mendota,42.82,102.14
20200115,Menifee,57.03,119.55
20200115,Menlo Park,54.32,49.83
20200115,Merced,38.5,43.07
20200115,Mill Valley,41.02,105.44
20200115,Millbrae,10.84,58.18
20200115,Milpitas,29.77,108.04
20200115,Mission Viejo,8.87,33.2
20200115,Modesto,49.9,115.24
20200115,Monrovia,36.16,66.33
20200115,Montague,6.19,54.06
20200115,Montclair,14.25,60.17
20200115,Monte Sereno,15.83,30.17
20200115,Montebello,18.29,86.57
20200115,Monterey,11.5,54.21
20200115,Monterey Park,25.3,123.24
20200115,Moorpark,18.04,72.28
20200115,Moraga,39.99,115.39
20200115,Moreno Valley,24.68,70.32
20200115,Morgan Hill,55.51,99.37
20200115,Morro Bay,10.77,48.41
20200115,Mount Shasta,31.59,92.35
20200115,Mountain View,18.34,75.42
20200115,Murrieta,26.23,125.71
20200115,Napa,58.54,128.89
20200115,National City,52.48,72.02
20200115,Needles,4.72,53.41
20200115,Nevada City,40.03,117.42
20200115,Newark,17.32,44.57
20200115,Newman,18.33,104.88
20200115,Newport Beach,4.4,113.87
20200115,Norco,56.68,111.86
20200115,Norwalk,18.73,91.14
20200115,Novato,58.12,106.09
20200115,Oakdale,42.79,76.85
20200115,Oakland,3.31,123.41
20200115,Oakley,54.72,115.84
20200115,Oceanside,8.78,49.66
20200115,Ojai,5.03,71.03
20200115,Ontario,54.45,62.74
20200115,Orange,0.27,98.6
20200115,Orange Cove,35.1,37.52
20200115,Orinda,32.92,62.59
20200115,Orland,34.21,90.6
20200115,Oroville,52.56,91.4
20200115,Oxnard,15.98,51.08
20200115,Pacific Grove,6.09,119.03
20200115,Pacifica,18.8,126.85
20200115,Palm Desert,1.61,89.93
20200115,Palm Springs,19.42,78.64
20200115,Palmdale,1.78,57.03
20200115,Palo Alto,40.9,126.08
20200115,Palos Verdes Estates,14.12,104.01
20200115,Paradise,51.07,128.77
20200115,Paramount,19.28,91.83
20200115,Parlier,13.48,89.31
20200115,Pasadena,2.32,110.97
20200115,Paso Robles,20.44,41.5
20200115,Patterson,45.0,66.77
20200115,Perris,36.4,106.65
20200115,Petaluma,57.84,81.17
20200115,Pico Rivera,35.99,48.92
20200115,Piedmont,11.99,97.34
20200115,Pinole,9.81,52.38
20200115,Pismo Beach,24.62,89.67
20200115,Pittsburg,24.28,34.73
20200115,Placentia,35.11,49.08
20200115,Placerville,0.29,60.46
20200115,Pleasant Hill,27.33,119.53
20200115,Pleasanton,9.64,96.35
20200115,Plymouth,2.88,57.82
20200115,Point Arena,47.96,57.32
20200115,Pomona,39.55,104.37
20200115,Port Hueneme,59.36,120.49
20200115,Porterville,41.04,94.8
20200115,Portola,24.9,117.02
20200115,Portola Valley,59.53,67.56
20200115,Poway,21.47,49.72
20200115,Rancho Cordova,55.56,91.11
20200115,Rancho Cucamonga,23.99,111.43
20200115,Rancho Mirage,56.38,46.98
20200115,Rancho Palos Verdes,8.34,62.02
20200115,Rancho Santa Margarita,7.12,51.28
20200115,Red Bluff,41.6,117.29
20200115,Redding,7.58,89.52
20200115,Redlands,29.14,69.51
20200115,Redondo Beach,30.78,81.87
20200115,Redwood City,56.34,51.86
20200115,Reedley,39.06,110.46
20200115,Rialto,42.99,42.94
20200115,Richmond,32.61,92.84
20200115,Ridgecrest,54.8,127.83
20200115,Rio Dell,25.63,93.67
20200115,Rio Vista,33.89,100.98
20200115,Ripon,25.44,33.05
20200115,Riverbank,53.45,85.55
20200115,Riverside,57.16,88.3
20200115,Rocklin,44.5,31.88
20200115,Rohnert Park,26.35,50.08
20200115,Rolling Hills,38.64,43.8
20200115,Rolling Hills Estates,45.65,76.74
20200115,Rosemead,30.84,37.01
20200115,Roseville,52.0,89.33
20200115,Ross,13.08,43.86
20200115,Sacramento,5.42,91.93
20200115,St. Helena,30.68,47.48
20200115,Salinas,54.94,99.15
20200115,San Anselmo,5.32,111.53
20200115,San Bernardino,11.28,40.5
20200115,San Bruno,53.81,67.62
20200115,San Carlos,23.79,109.34
20200115,San Clemente,57.29,52.99
20200115,San Diego,58.67,98.76
20200115,San Dimas,25.07,74.07
20200115,San Fernando,15.45,102.19
20200115,San Francisco,7.05,59.72
20200115,San Gabriel,14.88,110.48
20200115,San Jacinto,13.49,84.84
20200115,San Joaquin,24.53,75.23
20200115,San Jose,57.83,43.03
20200115,San Juan Bautista,31.13,37.72
20200115,San Juan Capistrano,29.87,110.11
20200115,San Leandro,40.99,128.71
20200115,San Luis Obispo,37.06,45.44
20200115,San Marcos,19.09,78.22
20200115,San Marino,23.33,85.19
20200115,San Mateo,40.31,117.58
20200115,San Pablo,57.63,128.56
20200115,San Rafael,30.0,65.41
20200115,San Ramon,27.07,53.82
20200115,Sand City,5.46,88.77
20200115,Sanger,35.89,73.21
20200115,Santa Ana,36.47,43.02
20200115,Santa Barbara,43.04,81.75
20200115,Santa Clara,16.41,113.32
20200115,Santa Clarita,27.33,52.16
20200115,Santa Cruz,40.0,120.77
20200115,Santa Fe Springs,38.23,54.22
20200115,Santa Maria,8.43,78.29
20200115,Santa Monica,42.78,89.01
20200115,Santa Paula,15.72,82.8
20200115,Santa Rosa,38.96,32.01
20200115,Santee,56.31,98.82
20200115,Saratoga,7.41,90.29
20200115,Sausalito,36.14,127.81
20200115,Scotts Valley,55.02,66.93
20200115,Seal Beach,41.45,54.59
20200115,Seaside,44.8,74.74
20200115,Sebastopol,43.7,31.96
20200115,Selma,39.02,99.12
20200115,Shafter,11.5,50.88
20200115,Shasta Lake,10.04,42.55
20200115,Sierra Madre,18.77,63.1
20200115,Signal Hill,41.84,64.43
20200115,Simi Valley,45.98,93.08
20200115,Solana Beach,45.45,70.11
20200115,Soledad,9.27,107.7
20200115,Solvang,2.17,91.07
20200115,Sonoma,26.68,93.07
20200115,Sonora,26.29,123.66
20200115,South El Monte,18.08,97.75
20200115,South Gate,50.79,40.84
20200115,South Lake Tahoe,7.92,111.23
20200115,South Pasadena,8.76,78.25
20200115,South San Francisco,19.23,46.4
20200115,Stanton,32.79,119.1
20200115,Stockton,50.34,46.62
20200115,Suisun City,4.44,117.98
20200115,Sunnyvale,52.75,96.85
20200115,Susanville,47.92,96.34
20200115,Sutter Creek,46.21,71.42
20200115,Taft,58.69,88.94
20200115,Tehachapi,49.52,65.93
20200115,Tehama,17.34,72.8
20200115,Temecula,13.45,71.26
20200115,Temple City,27.71,84.91
20200115,Thousand Oaks,34.56,57.51
20200115,Tiburon,42.96,97.37
20200115,Torrance,5.56,48.18
20200115,Tracy,53.35,124.76
20200115,Trinidad,30.4,102.09
20200115,Truckee,49.59,54.35
20200115,Tulare,29.82,121.36
20200115,Tulelake,44.25,54.81
20200115,Turlock,22.89,107.8
20200115,Tustin,58.42,36.66
20200115,Twentynine Palms,28.48,58.27
20200115,Ukiah,6.37,31.4
20200115,Union City,56.05,85.58
20200115,Upland,33.16,100.86
20200115,Vacaville,32.91,119.88
20200115,Vallejo,15.4,43.89
20200115,Ventura,56.05,110.08
20200115,Vernon,48.86,88.15
20200115,Victorville,7.06,39.54
20200115,Villa Park,6.59,74.82
20200115,Visalia,16.79,124.85
20200115,Vista,4.35,123.51
20200115,Walnut,54.01,126.35
20200115,Walnut Creek,47.67,35.52
20200115,Wasco,53.83,119.39
20200115,Waterford,30.4,123.69
20200115,Watsonville,11.38,57.53
20200115,Weed,46.95,123.83
20200115,West Covina,32.45,68.09
20200115,West Hollywood,53.43,49.15
20200115,West Sacramento,21.41,53.98
20200115,Westlake Village,23.73,63.79
20200115,Westminster,22.63,49.77
20200115,Westmorland,1.78,63.49
20200115,Wheatland,15.7,103.66
20200115,Whittier,4.86,35.78
20200115,Wildomar,6.97,82.59
20200115,Williams,36.62,104.83
20200115,Willits,37.63,79.63
20200115,Willows,54.97,109.42
20200115,Windsor,35.75,104.75
20200115,Winters,41.45,115.37
20200115,Woodlake,10.93,73.39
20200115,Woodland,40.9,98.69
20200115,Woodside,38.07,37.39
20200115,Yorba Linda,36.59,81.48
20200115,Yountville,9.85,62.64
20200115,Yreka,23.52,59.24
20200115,Yuba City,18.3,108.24
20200115,Yucaipa,57.69,88.18
20200115,Yucca Valley,2.75,41.99
20200116,Adelanto,33.34,47.49
20200116,Agoura Hills,56.12,61.41
20200116,Alameda,17.03,66.14
20200116,Albany,22.74,99.13
20200116,Alhambra,36.29,82.32
20200116,Aliso Viejo,55.59,128.9
20200116,Alturas,24.35,72.42
20200116,Amador City,49.7,45.96
20200116,American Canyon,6.81,30.47
20200116,Anaheim,51.41,60.1
20200116,Anderson,8.25,103.73
20200116,Angels Camp,48.52,71.16
20200116,Antioch,51.97,30.61
20200116,Apple Valley,19.49,108.98
20200116,Arcadia,52.36,59.77
20200116,Arcata,52.9,62.17
20200116,Arroyo Grande,10.89,39.73
20200116,Artesia,34.0,99.4
20200116,Arvin,0.62,63.95
20200116,Atascadero,51.79,117.05
20200116,Atherton,13.1,100.02
20200116,Atwater,25.39,44.89
20200116,Auburn,22.86,112.22
20200116,Avalon,32.88,60.22
20200116,Avenal,19.76,41.98
20200116,Azusa,2.99,67.8
20200116,Bakersfield,19.63,116.4
20200116,Baldwin Park,13.35,56.17
20200116,Banning,26.77,93.33
20200116,Barstow,12.67,50.34
20200116,Beaumont,18.99,80.12
20200116,Bell,16.16,57.25
20200116,Bell Gardens,36.48,111.38
20200116,Bellflower,55.19,77.37
20200116,Belmont,6.17,115.21
20200116,Belvedere,18.13,121.24
20200116,Benicia,11.06,47.26
20200116,Berkeley,26.58,35.94
20200116,Beverly Hills,26.17,33.39
20200116,Big Bear Lake,58.16,118.5
20200116,Biggs,30.9,50.26
20200116,Bishop,12.41,57.81
20200116,Blue Lake,25.07,38.83
20200116,Blythe,2.53,103.17
20200116,Bradbury,44.68,88.76
20200116,Brawley,20.24,30.73
20200116,Brea,38.16,55.24
20200116,Brentwood,22.47,78.84
20200116,Brisbane,11.15,87.96
20200116,Buellton,5.26,125.99
20200116,Buena Park,15.54,95.49
20200116,Burbank,42.26,82.62
20200116,Burlingame,55.37,108.4
20200116,Calabasas,13.48,126.5
20200116,Calexico,48.89,76.99
20200116,California City,54.16,120.55
20200116,Calimesa,35.49,105.82
20200116,Calipatria,15.67,91.43
20200116,Calistoga,23.21,86.42
20200116,Camarillo,14.04,89.26
20200116,Campbell,34.84,72.07
20200116,Canyon Lake,20.72,83.94
20200116,Capitola,56.36,68.86
20200116,Carlsbad,49.3,42.36
20200116,CarmelbytheSea,41.9,127.82
20200116,Carpinteria,7.47,116.96
20200116,Carson,9.91,50.92
20200116,Cathedral City,44.88,36.15
20200116,Ceres,8.46,56.51
20200116,Cerritos,36.92,113.76
20200116,Chico,23.48,78.19
20200116,Chino,1.91,126.31
20200116,Chino Hills,28.67,114.7
20200116,Chowchilla,17.34,113.15
20200116,Chula Vista,33.1,120.64
20200116,Citrus Heights,12.62,61.48
20200116,Claremont,4.95,69.63
20200116,Clayton,28.3,93.41
20200116,Clearlake,30.84,102.26
20200116,Cloverdale,31.34,59.03
20200116,Clovis,45.58,122.96
20200116,Coachella,8.34,80.47
20200116,Coalinga,16.65,48.64
20200116,Colfax,2.93,89.92
20200116,Colma,16.77,74.9
20200116,Colton,29.91,125.33
20200116,Colusa,42.02,110.77
20200116,Commerce,21.76,88.32
20200116,Compton,50.96,103.77
20200116,Concord,6.04,79.38
20200116,Corcoran,27.62,34.06
20200116,Corning,34.43,107.46
20200116,Corona,40.48,55.65
20200116,Coronado,29.27,99.43
20200116,Corte Madera,46.34,102.94
20200116,Costa Mesa,30.89,49.4
20200116,Cotati,17.01,56.22
20200116,Covina,50.41,45.36
20200116,Crescent City,9.25,93.02
20200116,Cudahy,59.25,63.42
20200116,Culver City,48.89,129.4
20200116,Cupertino,54.78,70.04
20200116,Cypress,38.94,127.39
20200116,Daly City,0.5,74.25
20200116,Dana Point,57.83,93.29
20200116,Danville,42.82,61.33
20200116,Davis,25.98,68.96
20200116,Del Mar,52.9,69.83
20200116,Del Rey Oaks,30.93,78.63
20200116,Delano,58.53,47.19
20200116,Desert Hot Springs,27.73,76.59
20200116,Diamond Bar,23.74,105.38
20200116,Dinuba,45.54,62.29
20200116,Dixon,55.18,110.27
20200116,Dorris,43.08,57.64
20200116,Dos Palos,32.6,104.75
20200116,Downey,55.67,115.24
20200116,Duarte,19.24,48.87
20200116,Dublin,6.58,112.82
20200116,Dunsmuir,6.13,56.14
20200116,East Palo Alto,22.55,48.71
20200116,Eastvale,12.31,93.86
20200116,El Cajon,7.35,96.75
20200116,El Centro,37.26,88.46
20200116,El Cerrito,48.57,45.36
20200116,El Monte,4.32,95.84
20200116,El Segundo,15.58,73.6
20200116,Elk Grove,57.48,67.27
20200116,Emeryville,17.65,113.86
20200116,Encinitas,24.88,98.73
20200116,Escalon,48.18,65.33
20200116,Escondido,28.39,79.55
20200116,Etna,19.3,108.22
20200116,Eureka,28.64,80.99
20200116,Exeter,41.99,59.24
20200116,Fairfax,53.92,52.92
20200116,Fairfield,51.5,52.1
20200116,Farmersville,6.43,60.37
20200116,Ferndale,29.37,93.47
20200116,Fillmore,59.91,71.29
20200116,Firebaugh,38.56,83.0
20200116,Folsom,36.54,74.52
20200116,Fontana,52.24,122.35
20200116,Fort Bragg,49.45,57.02
20200116,Fort Jones,23.21,44.18
20200116,Fortuna,26.03,87.36
20200116,Foster City,50.85,64.63
20200116,Fountain Valley,47.39,40.72
20200116,Fowler,50.82,104.72
20200116,Fremont,23.3,124.04
20200116,Fresno,25.84,100.53
20200116,Fullerton,9.02,45.62
20200116,Galt,13.81,55.36
20200116,Garden Grove,8.28,45.26
20200116,Gardena,11.52,122.92
20200116,Gilroy,15.82,105.41
20200116,Glendale,7.84,37.73
20200116,Glendora,25.59,73.54
20200116,Goleta,26.3,125.31
20200116,Gonzales,10.75,120.97
20200116,Grand Terrace,42.33,67.03
20200116,Grass Valley,53.71,60.21
20200116,Greenfield,33.62,98.22
20200116,Gridley,57.92,112.51
20200116,Grover Beach,38.04,55.28
20200116,Guadalupe,27.01,76.79
20200116,Gustine,46.15,43.04
20200116,Half Moon Bay,54.3,55.69
20200116,Hanford,45.76,102.5
20200116,Hawaiian Gardens,29.51,75.1
20200116,Hawthorne,19.98,119.35
20200116,Hayward,44.31,95.62
20200116,Healdsburg,48.96,98.44
20200116,Hemet,9.23,78.12
20200116,Hercules,34.15,72.6
20200116,Hermosa Beach,41.29,55.66
20200116,Hesperia,6.21,53.57
20200116,Hidden Hills,46.71,46.31
20200116,Highland,52.6,85.36
20200116,Hillsborough,14.2,104.98
20200116,Hollister,2.6,64.02
20200116,Holtville,3.53,104.4
20200116,Hughson,6.96,70.7
20200116,Huntington Beach,24.53,106.21
20200116,Huntington Park,7.11,33.22
20200116,Huron,22.66,76.51
20200116,Imperial,39.89,115.49
20200116,Imperial Beach,25.55,81.7
20200116,Indian Wells,45.42,34.47
20200116,Indio,14.59,45.88
20200116,City of Industry,11.61,70.78
20200116,Inglewood,8.97,62.17
20200116,Ione,16.59,94.96
20200116,Irvine,50.67,46.87
20200116,Irwindale,12.47,79.6
20200116,Isleton,3.64,73.89
20200116,Jackson,25.91,89.64
20200116,Jurupa Valley,58.7,108.57
20200116,Kerman,33.11,65.46
20200116,King City,17.99,68.83
20200116,Kingsburg,17.3,91.24
20200116,La Ca�ada Flintridge,4.96,118.58
20200116,La Habra,17.92,119.62
20200116,La Habra Heights,3.39,89.15
20200116,La Mesa,10.75,118.74
20200116,La Mirada,57.9,124.08
20200116,La Palma,55.8,62.53
20200116,La Puente,2.19,111.77
20200116,La Quinta,59.52,39.08
20200116,La Verne,16.33,54.69
20200116,Lafayette,58.54,81.32
20200116,Laguna Beach,7.68,103.03
20200116,Laguna Hills,13.15,102.18
20200116,Laguna Niguel,46.75,125.08
20200116,Laguna Woods,5.24,93.53
20200116,Lake Elsinore,4.58,124.35
20200116,Lake Forest,47.58,31.31
20200116,Lakeport,49.53,100.41
20200116,Lakewood,3.19,49.51
20200116,Lancaster,17.32,82.38
20200116,Larkspur,41.56,34.57
20200116,Lathrop,51.2,101.17
20200116,Lawndale,1.14,91.79
20200116,Lemon Grove,56.87,126.06
20200116,Lemoore,47.9,122.41
20200116,Lincoln,22.33,115.15
20200116,Lindsay,23.86,52.71
20200116,Live Oak,25.59,98.95
20200116,Livermore,50.43,122.13
20200116,Livingston,9.26,115.49
20200116,Lodi,3.56,119.16
20200116,Loma Linda,14.0,77.11
20200116,Lomita,12.48,63.36
20200116,Lompoc,42.55,82.94
20200116,Long Beach,54.03,39.33
20200116,Loomis,45.98,79.08
20200116,Los Alamitos,56.39,120.14
20200116,Los Altos,11.75,85.37
20200116,Los Altos Hills,58.33,101.03
20200116,Los Angeles,11.28,49.67
20200116,Los Banos,42.06,72.75
20200116,Los Gatos,13.25,54.68
20200116,Loyalton,22.86,91.12
20200116,Lynwood,49.89,57.52
20200116,Madera,38.93,85.33
20200116,Malibu,50.15,58.59
20200116,Mammoth Lakes,56.95,66.1
20200116,Manhattan Beach,8.63,92.63
20200116,Manteca,59.77,77.75
20200116,Maricopa,39.51,38.01
20200116,Marina,15.93,93.27
20200116,Martinez,44.07,35.59
20200116,Marysville,23.27,86.42
20200116,Maywood,9.19,60.55
20200116,McFarland,33.98,107.38
20200116,Mendota,7.8,93.95
20200116,Menifee,55.68,45.07
20200116,Menlo Park,33.78,107.59
20200116,Merced,50.5,79.43
20200116,Mill Valley,12.57,82.53
20200116,Millbrae,7.37,94.09
20200116,Milpitas,7.97,76.14
20200116,Mission Viejo,13.97,104.15
20200116,Modesto,18.77,89.69
20200116,Monrovia,27.45,92.98
20200116,Montague,18.63,127.76
20200116,Montclair,7.88,104.16
